,player_lines,Act No.
1377,"    When it prov'd otherwise.?
",ACT II.
1378,"  King. Not that I know.
",ACT II.
1379,"  Pol. [points to his head and shoulder] Take this from this, if this
",ACT II.
1380,"      be otherwise.
",ACT II.
1381,"    If circumstances lead me, I will find
",ACT II.
1382,"    Where truth is hid, though it were hid indeed
",ACT II.
1383,"    Within the centre.
",ACT II.
1384,"  King. How may we try it further?
",ACT II.
1385,"  Pol. You know sometimes he walks four hours together
",ACT II.
1386,"    Here in the lobby.
",ACT II.
1387,"  Queen. So he does indeed.
",ACT II.
1388,"  Pol. At such a time I'll loose my daughter to him.
",ACT II.
1389,"    Be you and I behind an arras then.
",ACT II.
1390,"    Mark the encounter. If he love her not,
",ACT II.
1391,"    And he not from his reason fall'n thereon
",ACT II.
1392,"    Let me be no assistant for a state,  
",ACT II.
1393,"    But keep a farm and carters.
",ACT II.
1394,"  King. We will try it.
",ACT II.
1395,"
",ACT II.
1396,"                 Enter Hamlet, reading on a book.
",ACT II.
1397,"
",ACT II.
1398,"  Queen. But look where sadly the poor wretch comes reading.
",ACT II.
1399,"  Pol. Away, I do beseech you, both away
",ACT II.
1400,"    I'll board him presently. O, give me leave.
",ACT II.
1401,"                       Exeunt King and Queen, [with Attendants].
",ACT II.
1402,"    How does my good Lord Hamlet?
",ACT II.
1403,"  Ham. Well, God-a-mercy.
",ACT II.
1404,"  Pol. Do you know me, my lord?
",ACT II.
1405,"  Ham. Excellent well. You are a fishmonger.
",ACT II.
1406,"  Pol. Not I, my lord.
",ACT II.
1407,"  Ham. Then I would you were so honest a man.
",ACT II.
1408,"  Pol. Honest, my lord?
",ACT II.
1409,"  Ham. Ay, sir. To be honest, as this world goes, is to be one man
",ACT II.
1410,"    pick'd out of ten thousand.
",ACT II.
1411,"  Pol. That's very true, my lord.
",ACT II.
1412,"  Ham. For if the sun breed maggots in a dead dog, being a god  
",ACT II.
1413,"    kissing carrion- Have you a daughter?
",ACT II.
1414,"  Pol. I have, my lord.
",ACT II.
1415,"  Ham. Let her not walk i' th' sun. Conception is a blessing, but not
",ACT II.
1416,"    as your daughter may conceive. Friend, look to't.
",ACT II.
1417,"  Pol. [aside] How say you by that? Still harping on my daughter. Yet
",ACT II.
1418,"    he knew me not at first. He said I was a fishmonger. He is far
",ACT II.
1419,"    gone, far gone! And truly in my youth I suff'red much extremity
",ACT II.
1420,"    for love- very near this. I'll speak to him again.- What do you
",ACT II.
1421,"    read, my lord?
",ACT II.
1422,"  Ham. Words, words, words.
",ACT II.
1423,"  Pol. What is the matter, my lord?
",ACT II.
1424,"  Ham. Between who?
",ACT II.
1425,"  Pol. I mean, the matter that you read, my lord.
",ACT II.
1426,"  Ham. Slanders, sir; for the satirical rogue says here that old men
",ACT II.
1427,"    have grey beards; that their faces are wrinkled; their eyes
",ACT II.
1428,"    purging thick amber and plum-tree gum; and that they have a
",ACT II.
1429,"    plentiful lack of wit, together with most weak hams. All which,
",ACT II.
1430,"    sir, though I most powerfully and potently believe, yet I hold it
",ACT II.
1431,"    not honesty to have it thus set down; for you yourself, sir,
",ACT II.
1432,"    should be old as I am if, like a crab, you could go backward.  
",ACT II.
1433,"  Pol. [aside] Though this be madness, yet there is a method in't.-
",ACT II.
1434,"   Will You walk out of the air, my lord?
",ACT II.
1435,"  Ham. Into my grave?
",ACT II.
1436,"  Pol. Indeed, that is out o' th' air. [Aside] How pregnant sometimes
",ACT II.
1437,"    his replies are! a happiness that often madness hits on, which
",ACT II.
1438,"    reason and sanity could not so prosperously be delivered of. I
",ACT II.
1439,"    will leave him and suddenly contrive the means of meeting between
",ACT II.
1440,"    him and my daughter.- My honourable lord, I will most humbly take
",ACT II.
1441,"    my leave of you.
",ACT II.
1442,"  Ham. You cannot, sir, take from me anything that I will more
",ACT II.
1443,"    willingly part withal- except my life, except my life, except my
",ACT II.
1444,"    life,
",ACT II.
1445,"
",ACT II.
1446,"                    Enter Rosencrantz and Guildenstern.
",ACT II.
1447,"
",ACT II.
1448,"  Pol. Fare you well, my lord.
",ACT II.
1449,"  Ham. These tedious old fools!
",ACT II.
1450,"  Pol. You go to seek the Lord Hamlet. There he is.
",ACT II.
1451,"  Ros. [to Polonius] God save you, sir!
",ACT II.
1452,"                                                Exit [Polonius].  
",ACT II.
1453,"  Guil. My honour'd lord!
",ACT II.
1454,"  Ros. My most dear lord!
",ACT II.
1455,"  Ham. My excellent good friends! How dost thou, Guildenstern? Ah,
",ACT II.
1456,"    Rosencrantz! Good lads, how do ye both?
",ACT II.
1457,"  Ros. As the indifferent children of the earth.
",ACT II.
1458,"  Guil. Happy in that we are not over-happy.
",ACT II.
1459,"    On Fortune's cap we are not the very button.
",ACT II.
1460,"  Ham. Nor the soles of her shoe?
",ACT II.
1461,"  Ros. Neither, my lord.
",ACT II.
1462,"  Ham. Then you live about her waist, or in the middle of her
",ACT II.
1463,"    favours?
",ACT II.
1464,"  Guil. Faith, her privates we.
",ACT II.
1465,"  Ham. In the secret parts of Fortune? O! most true! she is a
",ACT II.
1466,"    strumpet. What news ?
",ACT II.
1467,"  Ros. None, my lord, but that the world's grown honest.
",ACT II.
1468,"  Ham. Then is doomsday near! But your news is not true. Let me
",ACT II.
1469,"    question more in particular. What have you, my good friends,
",ACT II.
1470,"    deserved at the hands of Fortune that she sends you to prison
",ACT II.
1471,"    hither?
",ACT II.
1472,"  Guil. Prison, my lord?  
",ACT II.
1473,"  Ham. Denmark's a prison.
",ACT II.
1474,"  Ros. Then is the world one.
",ACT II.
1475,"  Ham. A goodly one; in which there are many confines, wards, and
",ACT II.
1476,"    dungeons, Denmark being one o' th' worst.
",ACT II.
1477,"  Ros. We think not so, my lord.
",ACT II.
1478,"  Ham. Why, then 'tis none to you; for there is nothing either good
",ACT II.
1479,"    or bad but thinking makes it so. To me it is a prison.
",ACT II.
1480,"  Ros. Why, then your ambition makes it one. 'Tis too narrow for your
",ACT II.
1481,"    mind.
",ACT II.
1482,"  Ham. O God, I could be bounded in a nutshell and count myself a
",ACT II.
1483,"    king of infinite space, were it not that I have bad dreams.
",ACT II.
1484,"  Guil. Which dreams indeed are ambition; for the very substance of
",ACT II.
1485,"    the ambitious is merely the shadow of a dream.
",ACT II.
1486,"  Ham. A dream itself is but a shadow.
",ACT II.
1487,"  Ros. Truly, and I hold ambition of so airy and light a quality that
",ACT II.
1488,"    it is but a shadow's shadow.
",ACT II.
1489,"  Ham. Then are our beggars bodies, and our monarchs and outstretch'd
",ACT II.
1490,"    heroes the beggars' shadows. Shall we to th' court? for, by my
",ACT II.
1491,"    fay, I cannot reason.
",ACT II.
1492,"  Both. We'll wait upon you.  
",ACT II.
1493,"  Ham. No such matter! I will not sort you with the rest of my
",ACT II.
1494,"    servants; for, to speak to you like an honest man, I am most
",ACT II.
1495,"    dreadfully attended. But in the beaten way of friendship, what
",ACT II.
1496,"    make you at Elsinore?
",ACT II.
1497,"  Ros. To visit you, my lord; no other occasion.
",ACT II.
1498,"  Ham. Beggar that I am, I am even poor in thanks; but I thank you;
",ACT II.
1499,"    and sure, dear friends, my thanks are too dear a halfpenny. Were
",ACT II.
1500,"    you not sent for? Is it your own inclining? Is it a free
",ACT II.
1501,"    visitation? Come, deal justly with me. Come, come! Nay, speak.
",ACT II.
1502,"  Guil. What should we say, my lord?
",ACT II.
1503,"  Ham. Why, anything- but to th' purpose. You were sent for; and
",ACT II.
1504,"    there is a kind of confession in your looks, which your modesties
",ACT II.
1505,"    have not craft enough to colour. I know the good King and Queen
",ACT II.
1506,"    have sent for you.
",ACT II.
1507,"  Ros. To what end, my lord?
",ACT II.
1508,"  Ham. That you must teach me. But let me conjure you by the rights
",ACT II.
1509,"    of our fellowship, by the consonancy of our youth, by the
",ACT II.
1510,"    obligation of our ever-preserved love, and by what more dear a
",ACT II.
1511,"    better proposer could charge you withal, be even and direct with
",ACT II.
1512,"    me, whether you were sent for or no.  
",ACT II.
1513,"  Ros. [aside to Guildenstern] What say you?
",ACT II.
1514,"  Ham. [aside] Nay then, I have an eye of you.- If you love me, hold
",ACT II.
1515,"    not off.
",ACT II.
1516,"  Guil. My lord, we were sent for.
",ACT II.
1517,"  Ham. I will tell you why. So shall my anticipation prevent your
",ACT II.
1518,"    discovery, and your secrecy to the King and Queen moult no
",ACT II.
1519,"    feather. I have of late- but wherefore I know not- lost all my
",ACT II.
1520,"    mirth, forgone all custom of exercises; and indeed, it goes so
",ACT II.
1521,"    heavily with my disposition that this goodly frame, the earth,
",ACT II.
1522,"    seems to me a sterile promontory; this most excellent canopy, the
",ACT II.
1523,"    air, look you, this brave o'erhanging firmament, this majestical
",ACT II.
1524,"    roof fretted with golden fire- why, it appeareth no other thing
",ACT II.
1525,"    to me than a foul and pestilent congregation of vapours. What a
",ACT II.
1526,"    piece of work is a man! how noble in reason! how infinite in
",ACT II.
1527,"    faculties! in form and moving how express and admirable! in
",ACT II.
1528,"    action how like an angel! in apprehension how like a god! the
",ACT II.
1529,"    beauty of the world, the paragon of animals! And yet to me what
",ACT II.
1530,"    is this quintessence of dust? Man delights not me- no, nor woman
",ACT II.
1531,"    neither, though by your smiling you seem to say so.
",ACT II.
1532,"  Ros. My lord, there was no such stuff in my thoughts.  
",ACT II.
1533,"  Ham. Why did you laugh then, when I said 'Man delights not me'?
",ACT II.
1534,"  Ros. To think, my lord, if you delight not in man, what lenten
",ACT II.
1535,"    entertainment the players shall receive from you. We coted them
",ACT II.
1536,"    on the way, and hither are they coming to offer you service.
",ACT II.
1537,"  Ham. He that plays the king shall be welcome- his Majesty shall
",ACT II.
1538,"    have tribute of me; the adventurous knight shall use his foil and
",ACT II.
1539,"    target; the lover shall not sigh gratis; the humorous man shall
",ACT II.
1540,"    end his part in peace; the clown shall make those laugh whose
",ACT II.
1541,"    lungs are tickle o' th' sere; and the lady shall say her mind
",ACT II.
1542,"    freely, or the blank verse shall halt fort. What players are
",ACT II.
1543,"    they?
",ACT II.
1544,"  Ros. Even those you were wont to take such delight in, the
",ACT II.
1545,"    tragedians of the city.
",ACT II.
1546,"  Ham. How chances it they travel? Their residence, both in
",ACT II.
1547,"    reputation and profit, was better both ways.
",ACT II.
1548,"  Ros. I think their inhibition comes by the means of the late
",ACT II.
1549,"    innovation.
",ACT II.
1550,"  Ham. Do they hold the same estimation they did when I was in the
",ACT II.
1551,"    city? Are they so follow'd?
",ACT II.
1552,"  Ros. No indeed are they not.  
",ACT II.
1553,"  Ham. How comes it? Do they grow rusty?
",ACT II.
1554,"  Ros. Nay, their endeavour keeps in the wonted pace; but there is,
",ACT II.
1555,"    sir, an eyrie of children, little eyases, that cry out on the top
",ACT II.
1556,"    of question and are most tyrannically clapp'd fort. These are now
",ACT II.
1557,"    the fashion, and so berattle the common stages (so they call
",ACT II.
1558,"    them) that many wearing rapiers are afraid of goosequills and
",ACT II.
1559,"    dare scarce come thither.
",ACT II.
1560,"  Ham. What, are they children? Who maintains 'em? How are they
",ACT II.
1561,"    escoted? Will they pursue the quality no longer than they can
",ACT II.
1562,"    sing? Will they not say afterwards, if they should grow
",ACT II.
1563,"    themselves to common players (as it is most like, if their means
",ACT II.
1564,"    are no better), their writers do them wrong to make them exclaim
",ACT II.
1565,"    against their own succession.
",ACT II.
1566,"  Ros. Faith, there has been much to do on both sides; and the nation
",ACT II.
1567,"    holds it no sin to tarre them to controversy. There was, for a
",ACT II.
1568,"    while, no money bid for argument unless the poet and the player
",ACT II.
1569,"    went to cuffs in the question.
",ACT II.
1570,"  Ham. Is't possible?
",ACT II.
1571,"  Guil. O, there has been much throwing about of brains.
",ACT II.
1572,"  Ham. Do the boys carry it away?  
",ACT II.
1573,"  Ros. Ay, that they do, my lord- Hercules and his load too.
",ACT II.
1574,"  Ham. It is not very strange; for my uncle is King of Denmark, and
",ACT II.
1575,"    those that would make mows at him while my father lived give
",ACT II.
1576,"    twenty, forty, fifty, a hundred ducats apiece for his picture in
",ACT II.
1577,"    little. 'Sblood, there is something in this more than natural, if
",ACT II.
1578,"    philosophy could find it out.
",ACT II.
1579,"
",ACT II.
1580,"                     Flourish for the Players.
",ACT II.
1581,"
",ACT II.
1582,"  Guil. There are the players.
",ACT II.
1583,"  Ham. Gentlemen, you are welcome to Elsinore. Your hands, come! Th'
",ACT II.
1584,"    appurtenance of welcome is fashion and ceremony. Let me comply
",ACT II.
1585,"    with you in this garb, lest my extent to the players (which I
",ACT II.
1586,"    tell you must show fairly outwards) should more appear like
",ACT II.
1587,"    entertainment than yours. You are welcome. But my uncle-father
",ACT II.
1588,"    and aunt-mother are deceiv'd.
",ACT II.
1589,"  Guil. In what, my dear lord?
",ACT II.
1590,"  Ham. I am but mad north-north-west. When the wind is southerly I
",ACT II.
1591,"    know a hawk from a handsaw.
",ACT II.
1592,"  
",ACT II.
1593,"                            Enter Polonius.
",ACT II.
1594,"
",ACT II.
1595,"  Pol. Well be with you, gentlemen!
",ACT II.
1596,"  Ham. Hark you, Guildenstern- and you too- at each ear a hearer!
",ACT II.
1597,"    That great baby you see there is not yet out of his swaddling
",ACT II.
1598,"    clouts.
",ACT II.
1599,"  Ros. Happily he's the second time come to them; for they say an old
",ACT II.
1600,"    man is twice a child.
",ACT II.
1601,"  Ham. I will prophesy he comes to tell me of the players. Mark it.-
",ACT II.
1602,"   You say right, sir; a Monday morning; twas so indeed.
",ACT II.
1603,"  Pol. My lord, I have news to tell you.
",ACT II.
1604,"  Ham. My lord, I have news to tell you. When Roscius was an actor in
",ACT II.
1605,"    Rome-
",ACT II.
1606,"  Pol. The actors are come hither, my lord.
",ACT II.
1607,"  Ham. Buzz, buzz!
",ACT II.
